issue_type,difficulty,model,run_id,timestamp,detection_recall,detection_precision,detected_count,injected_count,detection_success,resolution_attempted,resolution_proposed,resolution_applied,resolution_success,resolution_correctness,resolution_errors,resolution_noop_reasons,repairs,overall_success
incorrect_object_type,hard,qwen2.5:7b,8,2026-09-16T16:40:45.991124,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
incorrect_object_type,hard,qwen2.5:7b,9,2026-09-16T16:40:48.869549,0.0,0.0,0,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_ids,easy,qwen2.5:7b,0,2026-09-16T16:40:57.369728,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,1,2026-09-16T16:41:01.395559,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,2,2026-09-16T16:41:05.423540,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,3,2026-09-16T16:41:09.490723,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,4,2026-09-16T16:41:13.524911,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,5,2026-09-16T16:41:17.556593,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,6,2026-09-16T16:41:21.594219,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,7,2026-09-16T16:41:25.963094,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,8,2026-09-16T16:41:29.995255,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,easy,qwen2.5:7b,9,2026-09-16T16:41:34.009533,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'material:1434', 'original_value': None, 'proposed_value': None, 'noop_reason': None}]",True
duplicate_objects_on_ids,hard,qwen2.5:7b,0,2026-09-16T16:41:40.014664,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: Kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""Kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,1,2026-09-16T16:41:44.219119,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,2,2026-09-16T16:41:48.384607,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,3,2026-09-16T16:41:52.535220,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,4,2026-09-16T16:41:56.654317,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,5,2026-09-16T16:42:00.797914,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the other type for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the other type for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,6,2026-09-16T16:42:05.094755,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the 'material' type row for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked the 'material' type row for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,7,2026-09-16T16:42:09.267830,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events consistently qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events consistently qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,8,2026-09-16T16:42:13.394963,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase order. Marked other types for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_ids,hard,qwen2.5:7b,9,2026-09-16T16:42:17.584112,1.0,1.0,1,1,True,1,0,0,False,0.0,,purchase_order:820: kept the row with ocel_type='purchase_order'; events qualify this id as a purchase_order. Marked the other rows for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').,"[{'ocel_id': 'purchase_order:820', 'original_value': None, 'proposed_value': None, 'noop_reason': ""kept the row with ocel_type='purchase_order'; events qualify this id as a purchase_order. Marked the other rows for removal.  |  Canonical ID: 'purchase_order:820'.  Suggested DELETE: DELETE FROM object WHERE ocel_id IN ('purchase_order:820').""}]",False
duplicate_objects_on_attributes,easy,qwen2.5:7b,0,2026-09-16T16:42:18.088841,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,1,2026-09-16T16:42:18.596232,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,2,2026-09-16T16:42:19.107531,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,3,2026-09-16T16:42:19.601195,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,4,2026-09-16T16:42:20.103273,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,5,2026-09-16T16:42:20.604902,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,6,2026-09-16T16:42:21.100681,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,7,2026-09-16T16:42:21.603959,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,8,2026-09-16T16:42:22.113916,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,easy,qwen2.5:7b,9,2026-09-16T16:42:22.619807,0.0,0.0,1,1,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,0,2026-09-16T16:42:23.132237,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,1,2026-09-16T16:42:23.646159,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,2,2026-09-16T16:42:24.153198,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,3,2026-09-16T16:42:24.658800,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,4,2026-09-16T16:42:25.170512,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,5,2026-09-16T16:42:25.681119,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,6,2026-09-16T16:42:26.197746,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,7,2026-09-16T16:42:26.706181,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,8,2026-09-16T16:42:27.216674,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
duplicate_objects_on_attributes,hard,qwen2.5:7b,9,2026-09-16T16:42:27.741821,0.0,0.0,1,2,False,0,0,0,False,0.0,,,[],False
missing_object,easy,qwen2.5:7b,0,2026-09-16T16:43:20.677690,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,1,2026-09-16T16:44:07.867148,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,2,2026-09-16T16:44:54.672694,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,3,2026-09-16T16:45:41.044116,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,4,2026-09-16T16:46:28.625608,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,5,2026-09-16T16:47:15.712089,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,6,2026-09-16T16:48:03.002766,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,7,2026-09-16T16:48:51.686087,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,8,2026-09-16T16:49:38.463869,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,easy,qwen2.5:7b,9,2026-09-16T16:50:26.096100,1.0,1.0,6,1,True,5,5,5,True,0.0,,,"[{'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}, {'ocel_id': 'purchase_order:2', 'original_value': 'purchase_order', 'proposed_value': None, 'noop_reason': None}]",False
missing_object,hard,qwen2.5:7b,0,2026-09-16T16:50:26.643160,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,1,2026-09-16T16:50:27.165728,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,2,2026-09-16T16:50:27.685892,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,3,2026-09-16T16:50:28.204545,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,4,2026-09-16T16:50:28.723832,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,5,2026-09-16T16:50:29.278553,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,6,2026-09-16T16:50:29.792212,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,7,2026-09-16T16:50:30.312470,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,8,2026-09-16T16:50:30.833784,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_object,hard,qwen2.5:7b,9,2026-09-16T16:50:31.354093,,1.0,0,0,False,0,0,0,False,0.0,,,[],False
missing_event_type,easy,qwen2.5:7b,0,2026-09-16T16:50:41.393865,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,1,2026-09-16T16:50:46.460954,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,2,2026-09-16T16:50:50.700913,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,3,2026-09-16T16:50:55.218547,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,4,2026-09-16T16:50:58.890235,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,5,2026-09-16T16:51:02.637237,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,6,2026-09-16T16:51:07.587363,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,7,2026-09-16T16:51:12.264997,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,8,2026-09-16T16:51:17.134406,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,easy,qwen2.5:7b,9,2026-09-16T16:51:21.684629,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:52', 'original_value': None, 'proposed_value': 'Create Request for Quotation', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,0,2026-09-16T16:51:28.085052,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,1,2026-09-16T16:51:32.525679,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,2,2026-09-16T16:51:37.645097,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Goods Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,3,2026-09-16T16:51:42.432674,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,4,2026-09-16T16:51:48.081798,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,5,2026-09-16T16:51:51.980589,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,6,2026-09-16T16:51:56.914409,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,7,2026-09-16T16:52:01.132281,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,8,2026-09-16T16:52:05.506529,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Invoice Receipt', 'noop_reason': None}]",True
missing_event_type,hard,qwen2.5:7b,9,2026-09-16T16:52:10.286018,1.0,1.0,1,1,True,1,1,1,True,1.0,,,"[{'ocel_id': 'event:118', 'original_value': None, 'proposed_value': 'Create Goods Receipt', 'noop_reason': None}]",True
missing_event_timestamp,easy,qwen2.5:7b,0,2026-09-16T16:52:23.098042,1.0,1.0,1,1,True,1,0,0,False,0.0,,event:29: no neighbor events available for 'Create Purchase Order' that bracket the event; cannot infer a timestamp,"[{'ocel_id': 'event:29', 'original_value': '2022-04-06T07:45:00.000Z', 'proposed_value': None, 'noop_reason': ""no neighbor events available for 'Create Purchase Order' that bracket the event; cannot infer a timestamp""}]",False
missing_event_timestamp,easy,qwen2.5:7b,1,2026-09-16T16:52:25.931655,1.0,1.0,1,1,True,1,0,0,False,0.0,,event:29: no neighbor events available for the specific purchase order; cannot bracket,"[{'ocel_id': 'event:29', 'original_value': '2022-04-06T07:45:00.000Z', 'proposed_value': None, 'noop_reason': 'no neighbor events available for the specific purchase order; cannot bracket'}]",False
missing_event_timestamp,easy,qwen2.5:7b,2,2026-09-16T16:52:28.871165,1.0,1.0,1,1,True,1,0,0,False,0.0,,event:29: no neighbor events available for 'Create Purchase Order' event; cannot bracket,"[{'ocel_id': 'event:29', 'original_value': '2022-04-06T07:45:00.000Z', 'proposed_value': None, 'noop_reason': ""no neighbor events available for 'Create Purchase Order' event; cannot bracket""}]",False
missing_event_timestamp,easy,qwen2.5:7b,3,2026-09-16T16:52:31.978019,1.0,1.0,1,1,True,1,0,0,False,0.0,,event:29: no neighbor events available for 'Create Purchase Order' that bracket the event; cannot infer a timestamp,"[{'ocel_id': 'event:29', 'original_value': '2022-04-06T07:45:00.000Z', 'proposed_value': None, 'noop_reason': ""no neighbor events available for 'Create Purchase Order' that bracket the event; cannot infer a timestamp""}]",False
missing_event_timestamp,easy,qwen2.5:7b,4,2026-09-16T16:52:34.833790,1.0,1.0,1,1,True,1,0,0,False,0.0,,event:29: no neighbor events available for the specific purchase order; cannot bracket,"[{'ocel_id': 'event:29', 'original_value': '2022-04-06T07:45:00.000Z', 'proposed_value': None, 'noop_reason': 'no neighbor events available for the specific purchase order; cannot bracket'}]",False
